id,user,text,start_ts,end_ts,is_question
44,Dan Becker,"There may or may, you may or may not have a good answer for this one. Is there an end to end? Project, open source project that someone could look at as a way to see or evaluate the difference in result quality when they do result from just buying code or Mvp. And compare that to the final compact. Mvp. Plus plus that you showed.",00:41:48.763,00:42:10.893,False
45,Ben,"no, actually, that's a very good point. I don't think there is one that systematically go through every step. and that's probably something that I would like to build at some point or find one, because. or just like most things in retrieval, everything is kind of com convention, always done like you've seen it piece. And this is in a lot of projects, and you just know that that's how it is. But unless you dig deep into the papers, or like, do it yourself. It's quite rare to find very good resources showing that.",00:42:14.073,00:42:42.293,False
46,Dan Becker,"Related question, do you have a tutorial that you typically point to people to on fine-tuning fine, tuning their encoder.",00:42:54.758,00:43:05.663,False
47,Ben,"That would be the sentence transformers documentation. But it's not the friendliest tutorial. So that's a half answer. That's why we punch you to, but still a bit like up to gain, to sadly.",00:43:07.507,00:43:20.263,False
48,Hamel Husain,Wade is asking if you have Goto embedding models.,00:43:40.263,00:43:43.303,False
49,Ben,"like, my, go to these days when I'm demoing something, you do cohere one because it's nice to be able to walk with an Api. It works really well, it's cheap. But but other than that, though I would just call bear. If I'm using something in my own pipeline, I would just like multi vectors. But it really depends on the used case, cause you would often find that, like some things, walk well for you, and some things, don't. I do have strong opinions on not using. So if you go to the Mtv. Double board, which is the embedding leaderboard right now, you'll see a lot of Lms as encoders, and I would advise again that because the latency isn't worth it don't need 7 billion parameters to uncode stuff. and at least some of the early ones actually generalize, was like this, remember, from Cohere at the really interesting table where the E 5 mist road was worth an E 5 large, despite being 7 times as big. So probably just stick to like the small ones between like 100, and at most a billion parameters. But that would be my only advice about that. Try all the good ones like Gt. Bg, E. 5.",00:43:48.283,00:44:57.723,False
50,Hamel Husain,"Chris Levy is asking this question about elastic search, which I also get quite a lot. So yes, anyone here have experience building rag application with just keyword. BM. 25. As a retriever at work. It makes use of elastic search. And you said it's all over the tech stack, like people are already using elastic search. Is there? Basically, he's asking, is there a way to keep using elastic search with rag that you know about, or that you've encountered? Or do you mainly use like vector database like lance dB, and things like that? Have you tried seeing people using elastic search and trying to bootstrap off of that.",00:45:00.329,00:45:36.892,False
51,Ben,"Yeah, I've used elastic search a bit, and it's perfectly possible you do lose. Obviously the semantic search aspect, although I think now elastic search. Has a vector dB offering so you could add vectors to it. You could always plug in. You could always just do bm, 25, and then plug in the rerun car at the end. That's often, if you read papers on like cross encoders. Ben Ali, the way they evaluate them is actually doing just that like do Bm, 25. To retrieve 50 to 100 documents and then run them, using the rerun car. which, if you can afford to just set up your rerunking pipeline or call the cohere. Api is a really good way to go about it, because you don't need to embed your whole documents to sample how good it would be with deep learning. because there are domains where you do not need the planning. The M. 25 is still good enough in some bits. and you know, like I think it's become very apparent, like bm, 25 has never told anyone they should eat 3 rocks a day. but my biddings have so.",00:45:37.483,00:46:33.573,False
52,Hamel Husain,"Dmitry is asking, Is it worthwhile to weigh the 25 a. Bm. 25 similarity score during the ring re ranking step as well.",00:46:35.573,00:46:43.112,False
53,Ben,Probably not. You generally just want to use Bm. 25 to retrieve candidates. So you don't need to give those calls to the embedded to your cross and color.,00:46:45.213,00:46:53.622,False
54,Dan Becker,"There's a question. I'm going to change it slightly. So someone asks about retrieving from many documents rather than finding the best one, and maybe the tweak there is. If you have a theory that information within any single document is so correlated that you actually want to try and get some diversity. Are you familiar with? Or have you used approaches where you? I specifically try and in some lost function somewhere. Encourage that diversity and encourage pulling from many documents rather than from one.",00:46:59.473,00:47:35.502,False
55,Ben,"I have not done that myself. I know that there's different like loss methods to optimize like for diversity versus the accuracy. But I don't think I would be able to give you a clear answer without something really confident about something. I don't know about you, but.",00:47:37.543,00:47:52.252,False
56,Dan Becker,Have you used hierarchical rag? Any thoughts on it?,00:47:59.243,00:48:01.813,True
57,Ben,"I have not, and I don't think it's very needed, for, like the current pipelines, I think there's a lot other for those steps you can improve.",00:48:03.273,00:48:10.833,False
58,Dan Becker,Since I think we have several answer. AI people here. I don't know if this is a question or request. I'm eager to learn if answer AI will come with up with any books on Lm. Applications in the future.,00:48:18.243,00:48:30.323,False
59,Ben,"I don't think so, but never say, never. Jamie, if you want to chime in. Yeah, cause I can't make any promises cause my boss is watching so.",00:48:32.973,00:48:45.373,False
60,Dan Becker,"You see anything else to? Ben, did you say that you can't see the questions.",00:49:00.073,00:49:05.582,False
61,Ben,"Yeah, they're all blank for me. I saw one earlier, but they really show I've spotted a cliff. Pam.",00:49:05.863,00:49:11.113,False
62,Dan Becker,"Not sure what's happened with her. and I think people also cannot upvote these so couple of quirks today. You see any others here, Emil, that you think we should pull in.",00:49:11.953,00:49:24.443,False
63,Hamel Husain,"no, not necessarily, I think, like probably going to the discord disk. Pretty good. Now.",00:49:26.933,00:49:32.413,False
64,Dan Becker,Yep.,00:49:32.593,00:49:33.323,False
65,Hamel Husain,"Tons of activity there as well. I mean, there's infinite number of questions. So we we can. I can't. I can't keep going. You like. okay, Laurie is asking, what's the best strategy when chunks. when the documents, when chunks or documents don't fit into the context window. do you do rag in a mapreduce style, summarize aggressively. What are the techniques you've seen work most effectively.",00:49:33.523,00:50:23.902,False
66,Ben,"So that's, I think, a very broad question, because it's like. why do they not fit? Is it because, like every documents 3 day long is because you need a lot of different documents etc, etc. So and how also another important aspect is, what's the latency tolerance? Because quite a lot of the time. You can make Rag infinitely better. But users won't stay waiting like 20 seconds for and answer. So you need to figure out like, how much time do I have? One way that you can often see what I've done in production actually is, retrieve the full documents, but have another database that maps every document with semi. So you would have like done your Lm. Summization at the previous step you would retrieve the relevant checks, and then you would pass the relevant surmise to the context window. But that kind of depends on like your actual setting. I have another call at 10, which is in 5 min for me. So if you've got like another final question. this is it.",00:50:25.623,00:51:35.932,False
67,Hamel Husain,Really enjoy this presentation.,00:51:36.423,00:51:38.093,False
68,Ben,Thank you.,00:51:39.453,00:51:40.179,False
69,Dan Becker,"Yeah, this is this is really great. covid. They just super clear and well presented. So thanks so much.",00:51:42.713,00:51:52.993,False
70,Ben,Thank you. Chat.,00:51:53.753,00:51:55.033,False
71,Hamel Husain,Thank you.,00:51:56.333,00:51:56.913,False
72,Ben,Bye.,00:51:57.458,00:51:57.763,False
73,Dan Becker,Thanks. Everyone.,00:51:59.293,00:52:00.033,False
